(-0.700, -1.212, 0.009)
 (-0.674, -1.227, 0.009)
 (-0.649, -1.241, 0.009)
 (-0.622, -1.254, 0.009)
 (-0.596, -1.267, 0.010)
 (-0.569, -1.279, 0.010)
 (-0.543, -1.291, 0.010)
 (-0.515, -1.302, 0.010)
 (-0.488, -1.312, 0.010)
 (-0.460, -1.322, 0.010)
 (-0.433, -1.331, 0.010)
 (-0.405, -1.340, 0.010)
 (-0.376, -1.348, 0.010)
 (-0.348, -1.356, 0.010)
 (-0.320, -1.363, 0.010)
 (-0.291, -1.369, 0.010)
 (-0.262, -1.375, 0.011)
 (-0.233, -1.380, 0.011)
 (-0.205, -1.385, 0.011)
 (-0.175, -1.389, 0.011)
 (-0.146, -1.392, 0.011)
 (-0.117, -1.395, 0.011)
 (-0.088, -1.397, 0.012)
 (-0.059, -1.399, 0.012)
 (-0.029, -1.400, 0.012)
 (-0.000, -1.400, 0.012)
 (0.029, -1.400, 0.013)
 (0.059, -1.399, 0.013)
 (0.088, -1.397, 0.013)
 (0.117, -1.395, 0.014)
 (0.146, -1.392, 0.014)
 (0.175, -1.389, 0.014)
 (0.205, -1.385, 0.015)
 (0.233, -1.380, 0.015)
 (0.262, -1.375, 0.015)
 (0.291, -1.369, 0.016)
 (0.320, -1.363, 0.016)
 (0.348, -1.356, 0.017)
 (0.376, -1.348, 0.017)
 (0.405, -1.340, 0.018)
 (0.433, -1.331, 0.018)
 (0.460, -1.322, 0.019)
 (0.488, -1.312, 0.020)
 (0.515, -1.302, 0.020)
 (0.543, -1.291, 0.021)
 (0.569, -1.279, 0.022)
 (0.596, -1.267, 0.022)
 (0.622, -1.254, 0.023)
 (0.649, -1.241, 0.024)
 (0.674, -1.227, 0.025)
 (0.700, -1.212, 0.026)
 (0.725, -1.198, 0.027)
 (0.750, -1.182, 0.028)
 (0.775, -1.166, 0.029)
 (0.799, -1.150, 0.030)
 (0.823, -1.133, 0.031)
 (0.846, -1.115, 0.032)
 (0.870, -1.097, 0.033)
 (0.892, -1.079, 0.035)
 (0.915, -1.060, 0.036)
