 (0.500, 0.000, 0.000)
 (0.500, 0.000, 0.599)
 (0.500, 0.004, 0.600)
 (0.500, 0.008, 0.601)
 (0.500, 0.012, 0.602)
 (0.500, 0.016, 0.603)
 (0.500, 0.020, 0.603)
 (0.499, 0.024, 0.604)
 (0.499, 0.027, 0.605)
 (0.499, 0.031, 0.606)
 (0.499, 0.035, 0.607)
 (0.498, 0.039, 0.608)
 (0.498, 0.043, 0.609)
 (0.498, 0.047, 0.610)
 (0.497, 0.051, 0.611)
 (0.497, 0.055, 0.611)
 (0.497, 0.059, 0.612)
 (0.496, 0.063, 0.613)
 (0.496, 0.067, 0.614)
 (0.495, 0.070, 0.615)
 (0.494, 0.074, 0.616)
 (0.494, 0.078, 0.617)
 (0.493, 0.082, 0.618)
 (0.493, 0.086, 0.619)
 (0.492, 0.090, 0.619)
 (0.491, 0.094, 0.620)
 (0.490, 0.098, 0.621)
 (0.490, 0.101, 0.622)
 (0.489, 0.105, 0.623)
 (0.488, 0.109, 0.624)
 (0.487, 0.113, 0.625)
 (0.486, 0.117, 0.625)
 (0.485, 0.121, 0.626)
 (0.484, 0.124, 0.627)
 (0.483, 0.128, 0.628)
 (0.482, 0.132, 0.629)
 (0.481, 0.136, 0.629)
 (0.480, 0.139, 0.630)
 (0.479, 0.143, 0.631)
 (0.478, 0.147, 0.632)
 (0.477, 0.151, 0.633)
 (0.476, 0.155, 0.633)
 (0.474, 0.158, 0.634)
 (0.473, 0.162, 0.635)
 (0.472, 0.166, 0.636)
 (0.470, 0.169, 0.636)
 (0.469, 0.173, 0.637)
 (0.468, 0.177, 0.638)
 (0.466, 0.180, 0.639)
 (0.465, 0.184, 0.639)
 (0.463, 0.188, 0.640)
 (0.462, 0.191, 0.641)
 (0.460, 0.195, 0.641)
 (0.459, 0.199, 0.642)
 (0.457, 0.202, 0.643)
 (0.456, 0.206, 0.643)
 (0.454, 0.209, 0.644)
 (0.452, 0.213, 0.645)
 (0.451, 0.216, 0.645)
 (0.449, 0.220, 0.646)
 (0.447, 0.223, 0.646)
 (0.446, 0.227, 0.647)
 (0.444, 0.230, 0.647)
 (0.442, 0.234, 0.648)
 (0.440, 0.237, 0.649)
 (0.438, 0.241, 0.649)
 (0.436, 0.244, 0.650)
 (0.434, 0.248, 0.650)
 (0.432, 0.251, 0.651)
 (0.430, 0.255, 0.651)
 (0.428, 0.258, 0.652)
 (0.426, 0.261, 0.652)
 (0.424, 0.265, 0.652)
 (0.422, 0.268, 0.653)
 (0.420, 0.271, 0.653)
 (0.418, 0.275, 0.654)
 (0.416, 0.278, 0.654)
 (0.414, 0.281, 0.654)
 (0.411, 0.284, 0.655)
 (0.409, 0.288, 0.655)
 (0.407, 0.291, 0.655)
 (0.405, 0.294, 0.656)
 (0.402, 0.297, 0.656)
 (0.400, 0.300, 0.656)
 (0.397, 0.303, 0.657)
 (0.395, 0.306, 0.657)
 (0.393, 0.310, 0.657)
 (0.390, 0.313, 0.657)
 (0.388, 0.316, 0.657)
 (0.385, 0.319, 0.658)
 (0.383, 0.322, 0.658)
 (0.380, 0.325, 0.658)
 (0.378, 0.328, 0.658)
 (0.375, 0.331, 0.658)
 (0.372, 0.334, 0.658)
 (0.370, 0.337, 0.658)
 (0.367, 0.339, 0.659)
 (0.364, 0.342, 0.659)
 (0.362, 0.345, 0.659)
 (0.359, 0.348, 0.659)
 (0.356, 0.351, 0.659)
 (0.354, 0.354, 0.659)
 (0.351, 0.356, 0.659)
 (0.348, 0.359, 0.659)
 (0.345, 0.362, 0.659)
 (0.342, 0.364, 0.659)
 (0.339, 0.367, 0.659)
 (0.337, 0.370, 0.658)
 (0.334, 0.372, 0.658)
 (0.331, 0.375, 0.658)
 (0.328, 0.378, 0.658)
 (0.325, 0.380, 0.658)
 (0.322, 0.383, 0.658)
 (0.319, 0.385, 0.658)
 (0.316, 0.388, 0.657)
 (0.313, 0.390, 0.657)
 (0.310, 0.393, 0.657)
 (0.306, 0.395, 0.657)
 (0.303, 0.397, 0.657)
 (0.300, 0.400, 0.656)
 (0.297, 0.402, 0.656)
 (0.294, 0.405, 0.656)
 (0.291, 0.407, 0.655)
 (0.288, 0.409, 0.655)
 (0.284, 0.411, 0.655)
 (0.281, 0.414, 0.654)
 (0.278, 0.416, 0.654)
 (0.275, 0.418, 0.654)
 (0.271, 0.420, 0.653)
 (0.268, 0.422, 0.653)
 (0.265, 0.424, 0.652)
 (0.261, 0.426, 0.652)
 (0.258, 0.428, 0.652)
 (0.255, 0.430, 0.651)
 (0.251, 0.432, 0.651)
 (0.248, 0.434, 0.650)
 (0.244, 0.436, 0.650)
 (0.241, 0.438, 0.649)
 (0.237, 0.440, 0.649)
 (0.234, 0.442, 0.648)
 (0.230, 0.444, 0.647)
 (0.227, 0.446, 0.647)
 (0.223, 0.447, 0.646)
 (0.220, 0.449, 0.646)
 (0.216, 0.451, 0.645)
 (0.213, 0.452, 0.645)
 (0.209, 0.454, 0.644)
 (0.206, 0.456, 0.643)
 (0.202, 0.457, 0.643)
 (0.199, 0.459, 0.642)
 (0.195, 0.460, 0.641)
 (0.191, 0.462, 0.641)
 (0.188, 0.463, 0.640)
 (0.184, 0.465, 0.639)
 (0.180, 0.466, 0.639)
 (0.177, 0.468, 0.638)
 (0.173, 0.469, 0.637)
 (0.169, 0.470, 0.636)
 (0.166, 0.472, 0.636)
 (0.162, 0.473, 0.635)
 (0.158, 0.474, 0.634)
 (0.155, 0.476, 0.633)
 (0.151, 0.477, 0.633)
 (0.147, 0.478, 0.632)
 (0.143, 0.479, 0.631)
 (0.139, 0.480, 0.630)
 (0.136, 0.481, 0.629)
 (0.132, 0.482, 0.629)
 (0.128, 0.483, 0.628)
 (0.124, 0.484, 0.627)
 (0.121, 0.485, 0.626)
 (0.117, 0.486, 0.625)
 (0.113, 0.487, 0.625)
 (0.109, 0.488, 0.624)
 (0.105, 0.489, 0.623)
 (0.101, 0.490, 0.622)
 (0.098, 0.490, 0.621)
 (0.094, 0.491, 0.620)
 (0.090, 0.492, 0.619)
 (0.086, 0.493, 0.619)
 (0.082, 0.493, 0.618)
 (0.078, 0.494, 0.617)
 (0.074, 0.494, 0.616)
 (0.070, 0.495, 0.615)
 (0.067, 0.496, 0.614)
 (0.063, 0.496, 0.613)
 (0.059, 0.497, 0.612)
 (0.055, 0.497, 0.611)
 (0.051, 0.497, 0.611)
 (0.047, 0.498, 0.610)
 (0.043, 0.498, 0.609)
 (0.039, 0.498, 0.608)
 (0.035, 0.499, 0.607)
 (0.031, 0.499, 0.606)
 (0.027, 0.499, 0.605)
 (0.024, 0.499, 0.604)
 (0.020, 0.500, 0.603)
 (0.016, 0.500, 0.603)
 (0.012, 0.500, 0.602)
 (0.008, 0.500, 0.601)
 (0.004, 0.500, 0.600)
 (0.000, 0.500, 0.599)
 (0.000, 0.500, 0.000)
 
