(5.500, 0.000, 0.000)
 (5.500, 0.000, 0.000)
 (5.500, 0.043, 0.000)
 (5.499, 0.086, 0.000)
 (5.498, 0.130, 0.000)
 (5.497, 0.173, 0.000)
 (5.496, 0.216, 0.000)
 (5.494, 0.259, 0.000)
 (5.492, 0.302, 0.000)
 (5.489, 0.345, 0.000)
 (5.486, 0.388, 0.000)
 (5.483, 0.432, 0.000)
 (5.479, 0.475, 0.000)
 (5.476, 0.518, 0.000)
 (5.471, 0.561, 0.000)
 (5.467, 0.604, 0.000)
 (5.462, 0.646, 0.000)
 (5.457, 0.689, 0.000)
 (5.451, 0.732, 0.001)
 (5.445, 0.775, 0.001)
 (5.439, 0.818, 0.001)
 (5.432, 0.860, 0.001)
 (5.425, 0.903, 0.001)
 (5.418, 0.946, 0.001)
 (5.411, 0.988, 0.002)
 (5.403, 1.031, 0.002)
 (5.394, 1.073, 0.002)
 (5.386, 1.115, 0.003)
 (5.377, 1.158, 0.003)
 (5.368, 1.200, 0.004)
 (5.358, 1.242, 0.004)
 (5.348, 1.284, 0.005)
 (5.338, 1.326, 0.006)
 (5.327, 1.368, 0.007)
 (5.316, 1.410, 0.008)
 (5.305, 1.451, 0.009)
 (5.294, 1.493, 0.011)
 (5.282, 1.534, 0.013)
 (5.269, 1.576, 0.015)
 (5.257, 1.617, 0.017)
 (5.244, 1.658, 0.020)
 (5.231, 1.700, 0.023)
 (5.217, 1.741, 0.027)
 (5.203, 1.782, 0.031)
 (5.189, 1.822, 0.036)
 (5.175, 1.863, 0.041)
 (5.160, 1.904, 0.047)
 (5.145, 1.944, 0.054)
 (5.130, 1.984, 0.062)
 (5.114, 2.025, 0.071)
 (5.098, 2.065, 0.081)
 (5.081, 2.105, 0.092)
 (5.065, 2.145, 0.104)
 (5.048, 2.184, 0.118)
 (5.030, 2.224, 0.133)
 (5.013, 2.263, 0.150)
 (4.995, 2.303, 0.169)
 (4.977, 2.342, 0.190)
 (4.958, 2.381, 0.213)
 (4.939, 2.420, 0.239)
 (4.920, 2.458, 0.266)
 (4.901, 2.497, 0.296)
 (4.881, 2.535, 0.329)
 (4.861, 2.574, 0.365)
 (4.840, 2.612, 0.404)
 (4.820, 2.650, 0.445)
 (4.799, 2.687, 0.490)
 (4.777, 2.725, 0.538)
 (4.756, 2.762, 0.589)
 (4.734, 2.800, 0.644)
 (4.712, 2.837, 0.702)
 (4.690, 2.874, 0.763)
 (4.667, 2.910, 0.827)
 (4.644, 2.947, 0.894)
 (4.621, 2.983, 0.965)
 (4.597, 3.020, 1.038)
 (4.573, 3.056, 1.114)
 (4.549, 3.091, 1.192)
 (4.525, 3.127, 1.273)
 (4.500, 3.163, 1.355)
 (4.475, 3.198, 1.439)
 (4.450, 3.233, 1.524)
 (4.424, 3.268, 1.609)
 (4.398, 3.302, 1.695)
 (4.372, 3.337, 1.780)
 (4.346, 3.371, 1.865)
 (4.319, 3.405, 1.948)
 (4.292, 3.439, 2.029)
 (4.265, 3.472, 2.108)
 (4.238, 3.506, 2.184)
 (4.210, 3.539, 2.256)
 (4.182, 3.572, 2.324)
 (4.154, 3.605, 2.387)
 (4.126, 3.637, 2.445)
 (4.097, 3.670, 2.498)
 (4.068, 3.702, 2.544)
 (4.039, 3.733, 2.584)
 (4.009, 3.765, 2.618)
 (3.980, 3.796, 2.644)
 (3.950, 3.828, 2.663)
 (3.920, 3.858, 2.674)
 (3.889, 3.889, 2.678)
 (3.858, 3.920, 2.674)
 (3.828, 3.950, 2.663)
 (3.796, 3.980, 2.644)
 (3.765, 4.009, 2.618)
 (3.733, 4.039, 2.584)
 (3.702, 4.068, 2.544)
 (3.670, 4.097, 2.498)
 (3.637, 4.126, 2.445)
 (3.605, 4.154, 2.387)
 (3.572, 4.182, 2.324)
 (3.539, 4.210, 2.256)
 (3.506, 4.238, 2.184)
 (3.472, 4.265, 2.108)
 (3.439, 4.292, 2.029)
 (3.405, 4.319, 1.948)
 (3.371, 4.346, 1.865)
 (3.337, 4.372, 1.780)
 (3.302, 4.398, 1.695)
 (3.268, 4.424, 1.609)
 (3.233, 4.450, 1.524)
 (3.198, 4.475, 1.439)
